week,team_id,team_name,score,season
10,3,Joe Buck Yourself,72.26,2016
10,5,manning bros,120.34,2016
10,7,The Roethlisburger s,96.44,2016
10,6,The Benchwarmers,130.44,2016
10,8,The Thunder Cats,101.92,2016
11,1,Hingle McCringlebery,106.38,2016
11,5,manning bros,106.74,2016
11,2,Hyde your wife,86.08,2016
11,4,Lambeau Leapers,97.2,2016
11,3,Joe Buck Yourself,84.9,2016
11,8,The Thunder Cats,59.1,2016
11,6,The Benchwarmers,91.12,2016
11,7,The Roethlisburger s,68.78,2016
12,1,Hingle McCringlebery,96.34,2016
12,6,The Benchwarmers,98.08,2016
12,2,Hyde your wife,87.26,2016
12,5,manning bros,89.62,2016
12,3,Joe Buck Yourself,102.0,2016
12,4,Lambeau Leapers,94.44,2016
12,7,The Roethlisburger s,102.04,2016
12,8,The Thunder Cats,110.9,2016
13,1,Hingle McCringlebery,106.96,2016
13,7,The Roethlisburger s,108.68,2016
13,2,Hyde your wife,70.38,2016
13,6,The Benchwarmers,110.94,2016
13,3,Joe Buck Yourself,89.2,2016
13,5,manning bros,108.26,2016
13,4,Lambeau Leapers,101.96,2016
13,8,The Thunder Cats,83.84,2016
14,1,Hingle McCringlebery,84.3,2016
14,6,The Benchwarmers,81.52,2016
14,2,Hyde your wife,91.98,2016
14,5,manning bros,83.64,2016
14,3,Joe Buck Yourself,52.08,2016
14,8,The Thunder Cats,72.08,2016
14,4,Lambeau Leapers,108.24,2016
14,7,The Roethlisburger s,95.8,2016
15,1,Hingle McCringlebery,84.14,2016
15,8,The Thunder Cats,111.86,2016
15,2,Hyde your wife,103.04,2016
15,4,Lambeau Leapers,94.82,2016
15,3,Joe Buck Yourself,77.82,2016
15,6,The Benchwarmers,122.72,2016
15,5,manning bros,81.08,2016
15,7,The Roethlisburger s,101.5,2016
16,2,Hyde your wife,74.18,2016
16,8,The Thunder Cats,95.66,2016
16,1,Hingle McCringlebery,99.96,2016
16,4,Lambeau Leapers,95.36,2016
16,3,Joe Buck Yourself,112.68,2016
16,5,manning bros,115.58,2016
16,6,The Benchwarmers,117.5,2016
16,7,The Roethlisburger s,130.82,2016
1,1,Hingle McCringlebery,85.84,2017
1,2,Frank The Tank,77.78,2017
1,3,Joe Buck Yourself,77.1,2017
1,9,Jackson's Team,85.44,2017
1,4,Lambeau Leapers,67.64,2017
1,8,Thunder Cats,84.44,2017
1,5,King of the Hill,70.94,2017
1,7,The Roethlisburger s,75.12,2017
1,6,Starting Defense,60.52,2017
1,10,Talladega Knights,72.08,2017
2,1,Hingle McCringlebery,74.34,2017
2,3,Joe Buck Yourself,91.26,2017
2,2,Frank The Tank,67.76,2017
2,10,Talladega Knights,90.28,2017
2,4,Lambeau Leapers,127.52,2017
2,9,Jackson's Team,69.5,2017
2,5,King of the Hill,120.2,2017
2,8,Thunder Cats,79.82,2017
2,6,Starting Defense,84.92,2017
2,7,The Roethlisburger s,94.02,2017
3,1,Hingle McCringlebery,62.2,2017
3,4,Lambeau Leapers,74.22,2017
3,2,Frank The Tank,62.92,2017
3,3,Joe Buck Yourself,100.6,2017
3,5,King of the Hill,87.22,2017
3,9,Jackson's Team,105.9,2017
3,6,Starting Defense,106.46,2017
3,8,Thunder Cats,76.68,2017
3,7,The Roethlisburger s,91.2,2017
3,10,Talladega Knights,141.32,2017
4,1,Hingle McCringlebery,84.82,2017
4,5,King of the Hill,110.48,2017
4,2,Frank The Tank,68.48,2017
4,4,Lambeau Leapers,82.46,2017
4,3,Joe Buck Yourself,89.0,2017
4,10,Talladega Knights,80.18,2017
4,6,Starting Defense,75.66,2017
4,9,Jackson's Team,76.54,2017
4,7,The Roethlisburger s,101.44,2017
4,8,Thunder Cats,76.58,2017
5,1,Hingle McCringlebery,98.9,2017
5,6,Starting Defense,75.42,2017
5,2,Frank The Tank,82.66,2017
5,5,King of the Hill,88.56,2017
5,3,Joe Buck Yourself,84.54,2017
5,4,Lambeau Leapers,109.84,2017
5,7,The Roethlisburger s,77.28,2017
5,9,Jackson's Team,104.22,2017
5,8,Thunder Cats,98.64,2017
5,10,Talladega Knights,78.02,2017
6,1,Hingle McCringlebery,100.04,2017
6,7,The Roethlisburger s,100.8,2017
6,2,Frank The Tank,114.94,2017
6,6,Starting Defense,124.08,2017
6,3,Joe Buck Yourself,106.3,2017
6,5,King of the Hill,64.82,2017
6,4,Lambeau Leapers,84.32,2017
6,10,Talladega Knights,97.88,2017
6,8,Thunder Cats,94.76,2017
6,9,Jackson's Team,66.22,2017
7,1,Hingle McCringlebery,87.04,2017
7,8,Thunder Cats,96.86,2017
7,2,Frank The Tank,75.18,2017
7,7,The Roethlisburger s,134.16,2017
7,3,Joe Buck Yourself,77.62,2017
7,6,Starting Defense,130.46,2017
7,4,Lambeau Leapers,57.98,2017
7,5,King of the Hill,72.52,2017
7,9,Jackson's Team,73.32,2017
7,10,Talladega Knights,108.66,2017
8,1,Hingle McCringlebery,94.76,2017
8,9,Jackson's Team,69.78,2017
8,2,Frank The Tank,87.78,2017
8,8,Thunder Cats,122.42,2017
8,3,Joe Buck Yourself,101.92,2017
8,7,The Roethlisburger s,125.68,2017
8,4,Lambeau Leapers,87.64,2017
8,6,Starting Defense,106.78,2017
8,5,King of the Hill,68.96,2017
8,10,Talladega Knights,91.82,2017
9,1,Hingle McCringlebery,97.22,2017
9,10,Talladega Knights,132.2,2017
9,2,Frank The Tank,72.32,2017
9,9,Jackson's Team,89.24,2017
9,3,Joe Buck Yourself,74.6,2017
9,8,Thunder Cats,73.66,2017
9,4,Lambeau Leapers,56.76,2017
9,7,The Roethlisburger s,94.32,2017
9,5,King of the Hill,108.32,2017
9,6,Starting Defense,92.18,2017
10,1,Hingle McCringlebery,100.26,2017
10,2,Frank The Tank,95.28,2017
10,3,Joe Buck Yourself,68.94,2017
10,9,Jackson's Team,93.4,2017
10,4,Lambeau Leapers,75.42,2017
10,8,Thunder Cats,76.44,2017
10,5,King of the Hill,89.8,2017
10,7,The Roethlisburger s,66.24,2017
10,6,Starting Defense,79.62,2017
10,10,Talladega Knights,107.94,2017
11,1,Hingle McCringlebery,90.7,2017
11,3,Joe Buck Yourself,112.28,2017
11,2,Frank The Tank,77.5,2017
11,10,Talladega Knights,103.3,2017
11,4,Lambeau Leapers,106.92,2017
11,9,Jackson's Team,97.7,2017
11,5,King of the Hill,73.4,2017
11,8,Thunder Cats,71.9,2017
11,6,Starting Defense,120.32,2017
11,7,The Roethlisburger s,118.66,2017
12,1,Hingle McCringlebery,94.84,2017
12,4,Lambeau Leapers,96.38,2017
12,2,Frank The Tank,99.16,2017
12,3,Joe Buck Yourself,122.76,2017
12,5,King of the Hill,62.78,2017
12,9,Jackson's Team,91.46,2017
12,6,Starting Defense,114.32,2017
12,8,Thunder Cats,98.82,2017
12,7,The Roethlisburger s,95.14,2017
12,10,Talladega Knights,107.98,2017
13,1,Hingle McCringlebery,104.46,2017
13,5,King of the Hill,95.82,2017
13,2,Frank The Tank,104.94,2017
13,4,Lambeau Leapers,91.42,2017
13,3,Joe Buck Yourself,118.78,2017
13,10,Talladega Knights,86.62,2017
13,6,Starting Defense,115.18,2017
13,9,Jackson's Team,82.16,2017
13,7,The Roethlisburger s,100.3,2017
13,8,Thunder Cats,83.62,2017
14,3,Joe Buck Yourself,101.0,2017
14,9,Jackson's Team,97.96,2017
14,4,Lambeau Leapers,113.34,2017
14,10,Talladega Knights,110.52,2017
14,5,King of the Hill,94.64,2017
14,6,Starting Defense,117.94,2017
14,7,The Roethlisburger s,72.54,2017
14,8,Thunder Cats,79.28,2017
15,3,Joe Buck Yourself,100.14,2017
15,8,Thunder Cats,115.68,2017
15,4,Lambeau Leapers,97.2,2017
15,6,Starting Defense,110.48,2017
15,5,King of the Hill,98.64,2017
15,10,Talladega Knights,133.72,2017
15,7,The Roethlisburger s,114.74,2017
15,9,Jackson's Team,91.78,2017
16,6,Starting Defense,81.02,2017
16,8,Thunder Cats,87.34,2017
16,3,Joe Buck Yourself,81.66,2017
16,4,Lambeau Leapers,59.42,2017
16,5,King of the Hill,108.48,2017
16,9,Jackson's Team,53.1,2017
16,7,The Roethlisburger s,93.54,2017
16,10,Talladega Knights,104.26,2017
1,1,Hingle McCringlebery,155.54,2018
1,2,Brokaw's Bums,74.84,2018
1,3,Hingle Handlers,112.56,2018
1,9,The Roethlisburger s,96.92,2018
1,4,Joe Buck Yourself,90.84,2018
1,8,Talladega Knights,153.98,2018
1,5,King of the Hill,119.14,2018
1,7,Starting Defense,87.14,2018
1,6,Lambeau Leapers,154.44,2018
1,10,Thunder Cats,114.92,2018
2,1,Hingle McCringlebery,126.6,2018
2,3,Hingle Handlers,117.52,2018
2,2,Brokaw's Bums,131.68,2018
2,10,Thunder Cats,95.74,2018
2,4,Joe Buck Yourself,101.54,2018
2,9,The Roethlisburger s,159.44,2018
2,5,King of the Hill,126.46,2018
2,8,Talladega Knights,87.06,2018
2,6,Lambeau Leapers,92.64,2018
2,7,Starting Defense,108.02,2018
3,1,Hingle McCringlebery,114.2,2018
3,4,Joe Buck Yourself,116.34,2018
3,2,Brokaw's Bums,93.26,2018
3,3,Hingle Handlers,111.24,2018
3,5,King of the Hill,131.56,2018
3,9,The Roethlisburger s,117.26,2018
3,6,Lambeau Leapers,85.4,2018
3,8,Talladega Knights,124.52,2018
3,7,Starting Defense,117.7,2018
3,10,Thunder Cats,62.94,2018
4,1,Hingle McCringlebery,121.5,2018
4,5,King of the Hill,135.4,2018
4,2,Brokaw's Bums,162.96,2018
4,4,Joe Buck Yourself,168.78,2018
4,3,Hingle Handlers,119.38,2018
4,10,Thunder Cats,109.78,2018
4,6,Lambeau Leapers,71.92,2018
4,9,The Roethlisburger s,100.56,2018
4,7,Starting Defense,186.92,2018
4,8,Talladega Knights,121.26,2018
5,1,Hingle McCringlebery,141.4,2018
5,6,Lambeau Leapers,108.68,2018
5,2,Brokaw's Bums,95.1,2018
5,5,King of the Hill,86.34,2018
5,3,Hingle Handlers,115.66,2018
5,4,Joe Buck Yourself,125.1,2018
5,7,Starting Defense,103.08,2018
5,9,The Roethlisburger s,110.92,2018
5,8,Talladega Knights,112.24,2018
5,10,Thunder Cats,96.34,2018
6,1,Hingle McCringlebery,142.58,2018
6,7,Starting Defense,70.6,2018
6,2,Brokaw's Bums,141.1,2018
6,6,Lambeau Leapers,134.9,2018
6,3,Hingle Handlers,136.18,2018
6,5,King of the Hill,98.04,2018
6,4,Joe Buck Yourself,127.5,2018
6,10,Thunder Cats,104.92,2018
6,8,Talladega Knights,108.9,2018
6,9,The Roethlisburger s,120.78,2018
7,1,Hingle McCringlebery,111.54,2018
7,8,Talladega Knights,73.08,2018
7,2,Brokaw's Bums,93.06,2018
7,7,Starting Defense,133.86,2018
7,3,Hingle Handlers,102.08,2018
7,6,Lambeau Leapers,99.68,2018
7,4,Joe Buck Yourself,137.92,2018
7,5,King of the Hill,109.78,2018
7,9,The Roethlisburger s,134.44,2018
7,10,Thunder Cats,126.84,2018
8,1,Hingle McCringlebery,144.66,2018
8,9,The Roethlisburger s,106.62,2018
8,2,Brokaw's Bums,116.9,2018
8,8,Talladega Knights,100.26,2018
8,3,Hingle Handlers,102.4,2018
8,7,Starting Defense,110.96,2018
8,4,Joe Buck Yourself,134.14,2018
8,6,Lambeau Leapers,100.44,2018
8,5,King of the Hill,127.2,2018
8,10,Thunder Cats,123.16,2018
9,1,Hingle McCringlebery,136.92,2018
9,10,Thunder Cats,118.66,2018
9,2,Brokaw's Bums,106.6,2018
9,9,The Roethlisburger s,143.5,2018
9,3,Hingle Handlers,110.74,2018
9,8,Talladega Knights,96.06,2018
9,4,Joe Buck Yourself,124.82,2018
9,7,Starting Defense,124.48,2018
9,5,King of the Hill,106.34,2018
9,6,Lambeau Leapers,71.94,2018
10,1,Hingle McCringlebery,148.2,2018
10,2,Brokaw's Bums,109.7,2018
10,3,Hingle Handlers,103.2,2018
10,9,The Roethlisburger s,138.66,2018
10,4,Joe Buck Yourself,146.92,2018
10,8,Talladega Knights,117.54,2018
10,5,King of the Hill,93.62,2018
10,7,Starting Defense,85.52,2018
10,6,Lambeau Leapers,105.9,2018
10,10,Thunder Cats,134.04,2018
11,1,Hingle McCringlebery,161.02,2018
11,3,Hingle Handlers,145.82,2018
11,2,Brokaw's Bums,87.34,2018
11,10,Thunder Cats,102.9,2018
11,4,Joe Buck Yourself,129.56,2018
11,9,The Roethlisburger s,150.42,2018
11,5,King of the Hill,95.12,2018
11,8,Talladega Knights,96.68,2018
11,6,Lambeau Leapers,116.28,2018
11,7,Starting Defense,108.88,2018
12,1,Hingle McCringlebery,129.92,2018
12,4,Joe Buck Yourself,105.88,2018
12,2,Brokaw's Bums,118.18,2018
12,3,Hingle Handlers,105.24,2018
12,5,King of the Hill,129.46,2018
12,9,The Roethlisburger s,103.04,2018
12,6,Lambeau Leapers,118.52,2018
12,8,Talladega Knights,137.22,2018
12,7,Starting Defense,103.34,2018
12,10,Thunder Cats,132.88,2018
13,1,Hingle McCringlebery,107.56,2018
13,5,King of the Hill,152.68,2018
13,2,Brokaw's Bums,114.08,2018
13,4,Joe Buck Yourself,111.8,2018
13,3,Hingle Handlers,73.08,2018
13,10,Thunder Cats,87.94,2018
13,6,Lambeau Leapers,58.72,2018
13,9,The Roethlisburger s,96.6,2018
13,7,Starting Defense,117.4,2018
13,8,Talladega Knights,98.6,2018
14,1,Hingle McCringlebery,121.78,2018
14,8,Talladega Knights,91.88,2018
14,2,Brokaw's Bums,145.18,2018
14,9,The Roethlisburger s,122.78,2018
14,3,Hingle Handlers,95.84,2018
14,5,King of the Hill,90.3,2018
14,4,Joe Buck Yourself,81.58,2018
14,7,Starting Defense,92.8,2018
15,1,Hingle McCringlebery,104.76,2018
15,7,Starting Defense,67.38,2018
15,2,Brokaw's Bums,77.24,2018
15,3,Hingle Handlers,107.92,2018
15,4,Joe Buck Yourself,82.2,2018
15,8,Talladega Knights,105.46,2018
15,5,King of the Hill,97.16,2018
15,9,The Roethlisburger s,111.52,2018
16,1,Hingle McCringlebery,132.96,2018
16,3,Hingle Handlers,128.94,2018
16,2,Brokaw's Bums,80.46,2018
16,7,Starting Defense,104.64,2018
16,4,Joe Buck Yourself,139.6,2018
16,5,King of the Hill,102.86,2018
16,8,Talladega Knights,88.54,2018
16,9,The Roethlisburger s,124.62,2018
1,1,Hingle McCringlebery,90.54,2019
1,2,Brokaw's Bums,90.76,2019
1,3,Jackson's Team,132.66,2019
1,9,The Roethlisburger s,126.5,2019
1,4,Joe Buck Yourself,93.5,2019
1,8,Talladega Knights,110.3,2019
1,5,Patrick Mahomes,133.32,2019
1,7,Starting Defense,101.3,2019
1,6,Lambeau Leapers,108.72,2019
1,10,The Cousin Lovers,134.42,2019
2,1,Hingle McCringlebery,86.38,2019
2,3,Jackson's Team,122.32,2019
2,2,Brokaw's Bums,125.8,2019
2,10,The Cousin Lovers,87.06,2019
2,4,Joe Buck Yourself,112.3,2019
2,9,The Roethlisburger s,96.06,2019
2,5,Patrick Mahomes,140.22,2019
2,8,Talladega Knights,60.72,2019
2,6,Lambeau Leapers,113.66,2019
2,7,Starting Defense,105.7,2019
3,1,Hingle McCringlebery,122.78,2019
3,4,Joe Buck Yourself,129.54,2019
3,2,Brokaw's Bums,124.66,2019
3,3,Jackson's Team,120.72,2019
3,5,Patrick Mahomes,110.26,2019
3,9,The Roethlisburger s,203.64,2019
3,6,Lambeau Leapers,103.9,2019
3,8,Talladega Knights,104.02,2019
3,7,Starting Defense,90.6,2019
3,10,The Cousin Lovers,107.34,2019
4,1,Hingle McCringlebery,91.78,2019
4,5,Patrick Mahomes,133.6,2019
4,2,Brokaw's Bums,66.58,2019
4,4,Joe Buck Yourself,100.1,2019
4,3,Jackson's Team,137.1,2019
4,10,The Cousin Lovers,84.0,2019
4,6,Lambeau Leapers,165.28,2019
4,9,The Roethlisburger s,87.82,2019
4,7,Starting Defense,138.78,2019
4,8,Talladega Knights,117.3,2019
5,1,Hingle McCringlebery,114.54,2019
5,6,Lambeau Leapers,107.02,2019
5,2,Brokaw's Bums,142.3,2019
5,5,Patrick Mahomes,109.14,2019
5,3,Jackson's Team,108.16,2019
5,4,Joe Buck Yourself,179.72,2019
5,7,Starting Defense,144.6,2019
5,9,The Roethlisburger s,75.34,2019
5,8,Talladega Knights,121.64,2019
5,10,The Cousin Lovers,148.54,2019
6,1,Hingle McCringlebery,164.94,2019
6,7,Starting Defense,99.16,2019
6,2,Brokaw's Bums,95.14,2019
6,6,Lambeau Leapers,137.02,2019
6,3,Jackson's Team,94.8,2019
6,5,Patrick Mahomes,111.82,2019
6,4,Joe Buck Yourself,122.0,2019
6,10,The Cousin Lovers,105.2,2019
6,8,Talladega Knights,103.02,2019
6,9,The Roethlisburger s,80.02,2019
7,1,Hingle McCringlebery,114.12,2019
7,8,Talladega Knights,105.0,2019
7,2,Brokaw's Bums,115.06,2019
7,7,Starting Defense,79.56,2019
7,3,Jackson's Team,130.68,2019
7,6,Lambeau Leapers,117.16,2019
7,4,Joe Buck Yourself,82.24,2019
7,5,Patrick Mahomes,104.84,2019
7,9,The Roethlisburger s,81.56,2019
7,10,The Cousin Lovers,82.72,2019
8,1,Hingle McCringlebery,127.5,2019
8,9,The Roethlisburger s,130.0,2019
8,2,Brokaw's Bums,87.38,2019
8,8,Talladega Knights,99.02,2019
8,3,Jackson's Team,104.06,2019
8,7,Starting Defense,148.56,2019
8,4,Joe Buck Yourself,124.48,2019
8,6,Lambeau Leapers,138.7,2019
8,5,Patrick Mahomes,146.28,2019
8,10,The Cousin Lovers,100.56,2019
9,1,Hingle McCringlebery,115.32,2019
9,10,The Cousin Lovers,100.24,2019
9,2,Brokaw's Bums,100.94,2019
9,9,The Roethlisburger s,144.88,2019
9,3,Jackson's Team,107.9,2019
9,8,Talladega Knights,87.76,2019
9,4,Joe Buck Yourself,126.42,2019
9,7,Starting Defense,79.2,2019
9,5,Patrick Mahomes,82.46,2019
9,6,Lambeau Leapers,133.64,2019
10,1,Hingle McCringlebery,140.12,2019
10,2,Brokaw's Bums,146.48,2019
10,3,Jackson's Team,130.12,2019
10,9,The Roethlisburger s,115.88,2019
10,4,Joe Buck Yourself,88.58,2019
10,8,Talladega Knights,115.78,2019
10,5,Patrick Mahomes,120.64,2019
10,7,Starting Defense,70.12,2019
10,6,Lambeau Leapers,98.02,2019
10,10,The Cousin Lovers,101.54,2019
11,1,Hingle McCringlebery,96.18,2019
11,3,Jackson's Team,115.42,2019
11,2,Brokaw's Bums,77.14,2019
11,10,The Cousin Lovers,75.76,2019
11,4,Joe Buck Yourself,125.54,2019
11,9,The Roethlisburger s,121.58,2019
11,5,Patrick Mahomes,133.38,2019
11,8,Talladega Knights,128.32,2019
11,6,Lambeau Leapers,109.96,2019
11,7,Starting Defense,92.22,2019
12,1,Hingle McCringlebery,101.46,2019
12,4,Joe Buck Yourself,103.9,2019
12,2,Brokaw's Bums,87.34,2019
12,3,Jackson's Team,149.72,2019
12,5,Patrick Mahomes,127.76,2019
12,9,The Roethlisburger s,77.58,2019
12,6,Lambeau Leapers,89.46,2019
12,8,Talladega Knights,87.04,2019
12,7,Starting Defense,100.68,2019
12,10,The Cousin Lovers,112.92,2019
13,1,Hingle McCringlebery,112.3,2019
13,5,Patrick Mahomes,111.4,2019
13,2,Brokaw's Bums,76.46,2019
13,4,Joe Buck Yourself,68.4,2019
13,3,Jackson's Team,96.36,2019
13,10,The Cousin Lovers,127.76,2019
13,6,Lambeau Leapers,127.92,2019
13,9,The Roethlisburger s,88.8,2019
13,7,Starting Defense,70.46,2019
13,8,Talladega Knights,115.26,2019
14,1,Hingle McCringlebery,116.2,2019
14,5,Patrick Mahomes,78.92,2019
14,2,Brokaw's Bums,88.62,2019
14,4,Joe Buck Yourself,124.7,2019
14,3,Jackson's Team,139.54,2019
14,10,The Cousin Lovers,144.28,2019
14,6,Lambeau Leapers,127.1,2019
14,8,Talladega Knights,119.66,2019
15,1,Hingle McCringlebery,164.38,2019
15,4,Joe Buck Yourself,175.74,2019
15,6,Lambeau Leapers,99.6,2019
15,10,The Cousin Lovers,99.92,2019
15,2,Brokaw's Bums,94.3,2019
15,5,Patrick Mahomes,136.22,2019
15,3,Jackson's Team,14.9,2019
15,8,Talladega Knights,88.68,2019
16,4,Joe Buck Yourself,126.36,2019
16,10,The Cousin Lovers,112.86,2019
16,1,Hingle McCringlebery,97.12,2019
16,6,Lambeau Leapers,125.24,2019
16,2,Brokaw's Bums,4.4,2019
16,3,Jackson's Team,4.8,2019
16,5,Patrick Mahomes,143.64,2019
16,8,Talladega Knights,123.66,2019
1,1,Hingle McCringlebery,116.54,2020
1,2,Brokaw's Bums,125.9,2020
1,3,Jackson's Team,114.74,2020
1,9,The Roethlisberger's,130.58,2020
1,4,Joe Buck Yourself,98.5,2020
1,8,Talladega Knights,108.18,2020
1,5,D Hop,107.96,2020
1,7,Starting Defense,109.7,2020
1,6,Lambeau Leapers,131.6,2020
1,10,The Cousin Lovers,137.32,2020
2,1,Hingle McCringlebery,141.7,2020
2,3,Jackson's Team,120.68,2020
2,2,Brokaw's Bums,139.14,2020
2,10,The Cousin Lovers,128.1,2020
2,4,Joe Buck Yourself,130.28,2020
2,9,The Roethlisberger's,147.1,2020
2,5,D Hop,61.18,2020
2,8,Talladega Knights,134.72,2020
2,6,Lambeau Leapers,144.76,2020
2,7,Starting Defense,124.02,2020
3,1,Hingle McCringlebery,121.68,2020
3,4,Joe Buck Yourself,111.6,2020
3,2,Brokaw's Bums,113.4,2020
3,3,Jackson's Team,144.2,2020
3,5,D Hop,136.58,2020
3,9,The Roethlisberger's,120.14,2020
3,6,Lambeau Leapers,112.08,2020
3,8,Talladega Knights,139.5,2020
3,7,Starting Defense,60.92,2020
3,10,The Cousin Lovers,154.78,2020
4,1,Hingle McCringlebery,136.78,2020
4,5,D Hop,92.14,2020
4,2,Brokaw's Bums,123.22,2020
4,4,Joe Buck Yourself,98.3,2020
4,3,Jackson's Team,143.44,2020
4,10,The Cousin Lovers,116.3,2020
4,6,Lambeau Leapers,134.82,2020
4,9,The Roethlisberger's,112.42,2020
4,7,Starting Defense,91.88,2020
4,8,Talladega Knights,85.8,2020
5,1,Hingle McCringlebery,125.04,2020
5,6,Lambeau Leapers,110.3,2020
5,2,Brokaw's Bums,120.0,2020
5,5,D Hop,122.96,2020
5,3,Jackson's Team,141.6,2020
5,4,Joe Buck Yourself,102.86,2020
5,7,Starting Defense,71.64,2020
5,9,The Roethlisberger's,112.06,2020
5,8,Talladega Knights,96.28,2020
5,10,The Cousin Lovers,115.36,2020
6,1,Hingle McCringlebery,119.28,2020
6,7,Starting Defense,120.44,2020
6,2,Brokaw's Bums,108.92,2020
6,6,Lambeau Leapers,119.04,2020
6,3,Jackson's Team,83.6,2020
6,5,D Hop,96.78,2020
6,4,Joe Buck Yourself,92.62,2020
6,10,The Cousin Lovers,157.4,2020
6,8,Talladega Knights,87.82,2020
6,9,The Roethlisberger's,91.08,2020
7,1,Hingle McCringlebery,80.26,2020
7,8,Talladega Knights,134.42,2020
7,2,Brokaw's Bums,121.4,2020
7,7,Starting Defense,161.96,2020
7,3,Jackson's Team,87.6,2020
7,6,Lambeau Leapers,137.12,2020
7,4,Joe Buck Yourself,97.8,2020
7,5,D Hop,104.92,2020
7,9,The Roethlisberger's,96.28,2020
7,10,The Cousin Lovers,142.96,2020
8,1,Hingle McCringlebery,126.96,2020
8,9,The Roethlisberger's,94.76,2020
8,2,Brokaw's Bums,85.12,2020
8,8,Talladega Knights,117.24,2020
8,3,Jackson's Team,141.64,2020
8,7,Starting Defense,105.94,2020
8,4,Joe Buck Yourself,104.72,2020
8,6,Lambeau Leapers,122.12,2020
8,5,D Hop,99.16,2020
8,10,The Cousin Lovers,82.94,2020
9,1,Hingle McCringlebery,86.46,2020
9,10,The Cousin Lovers,90.94,2020
9,2,Brokaw's Bums,131.62,2020
9,9,The Roethlisberger's,126.3,2020
9,3,Jackson's Team,106.18,2020
9,8,Talladega Knights,114.9,2020
9,4,Joe Buck Yourself,94.52,2020
9,7,Starting Defense,143.26,2020
9,5,D Hop,83.04,2020
9,6,Lambeau Leapers,129.4,2020
10,1,Hingle McCringlebery,142.94,2020
10,2,Brokaw's Bums,108.0,2020
10,3,Jackson's Team,66.58,2020
10,9,The Roethlisberger's,137.36,2020
10,4,Joe Buck Yourself,117.64,2020
10,8,Talladega Knights,87.72,2020
10,5,D Hop,103.78,2020
10,7,Starting Defense,60.18,2020
10,6,Lambeau Leapers,94.1,2020
10,10,The Cousin Lovers,91.42,2020
11,1,Hingle McCringlebery,127.36,2020
11,3,Jackson's Team,98.52,2020
11,2,Brokaw's Bums,163.46,2020
11,10,The Cousin Lovers,113.66,2020
11,4,Joe Buck Yourself,101.1,2020
11,9,The Roethlisberger's,106.22,2020
11,5,D Hop,101.08,2020
11,8,Talladega Knights,118.08,2020
11,6,Lambeau Leapers,103.54,2020
11,7,Starting Defense,86.08,2020
12,1,Hingle McCringlebery,92.46,2020
12,4,Joe Buck Yourself,110.3,2020
12,2,Brokaw's Bums,99.2,2020
12,3,Jackson's Team,121.78,2020
12,5,D Hop,109.74,2020
12,9,The Roethlisberger's,87.38,2020
12,6,Lambeau Leapers,114.34,2020
12,8,Talladega Knights,156.2,2020
12,7,Starting Defense,123.1,2020
12,10,The Cousin Lovers,112.72,2020
13,1,Hingle McCringlebery,158.3,2020
13,5,D Hop,88.76,2020
13,2,Brokaw's Bums,108.12,2020
13,4,Joe Buck Yourself,128.76,2020
13,3,Jackson's Team,101.62,2020
13,10,The Cousin Lovers,95.74,2020
13,6,Lambeau Leapers,104.7,2020
13,9,The Roethlisberger's,87.0,2020
13,7,Starting Defense,108.5,2020
13,8,Talladega Knights,122.72,2020
14,1,Hingle McCringlebery,108.54,2020
14,3,Jackson's Team,110.12,2020
14,5,D Hop,125.72,2020
14,10,The Cousin Lovers,105.36,2020
14,6,Lambeau Leapers,115.6,2020
14,7,Starting Defense,95.04,2020
14,8,Talladega Knights,149.54,2020
14,9,The Roethlisberger's,128.32,2020
15,3,Jackson's Team,120.06,2020
15,8,Talladega Knights,94.24,2020
15,5,D Hop,132.62,2020
15,6,Lambeau Leapers,137.52,2020
15,1,Hingle McCringlebery,134.8,2020
15,9,The Roethlisberger's,131.86,2020
15,7,Starting Defense,101.34,2020
15,10,The Cousin Lovers,149.22,2020
16,3,Jackson's Team,124.82,2020
16,6,Lambeau Leapers,103.04,2020
16,1,Hingle McCringlebery,134.02,2020
16,10,The Cousin Lovers,103.76,2020
16,5,D Hop,117.48,2020
16,8,Talladega Knights,132.2,2020
16,7,Starting Defense,92.0,2020
16,9,The Roethlisberger's,141.7,2020
1,1,Hingle McCringlebery,135.16,2021
1,5,Joe Buck Yourself,112.46,2021
1,2,Brokaw's Bums,112.12,2021
1,10,The Roethlisberger's,95.58,2021
1,3,Simps Squad,116.12,2021
1,8,Talladega Knights,112.1,2021
1,4,Jackson's Team,125.66,2021
1,6,Lambeau Leapers,101.88,2021
1,7,Starting Defense,121.24,2021
1,9,The Cousin Lovers,151.68,2021
2,1,Hingle McCringlebery,113.74,2021
2,9,The Cousin Lovers,104.32,2021
2,2,Brokaw's Bums,131.5,2021
2,8,Talladega Knights,154.86,2021
2,3,Simps Squad,79.08,2021
2,5,Joe Buck Yourself,124.92,2021
2,4,Jackson's Team,134.3,2021
2,10,The Roethlisberger's,123.22,2021
2,6,Lambeau Leapers,90.58,2021
2,7,Starting Defense,107.7,2021
3,1,Hingle McCringlebery,129.78,2021
3,7,Starting Defense,100.28,2021
3,2,Brokaw's Bums,57.84,2021
3,5,Joe Buck Yourself,116.52,2021
3,3,Simps Squad,109.92,2021
3,9,The Cousin Lovers,106.1,2021
3,4,Jackson's Team,134.34,2021
