week,team_id,team_name,score,season
3,8,Talladega Knights,111.12,2021
3,6,Lambeau Leapers,122.78,2021
3,10,The Roethlisberger's,112.14,2021
4,1,Hingle McCringlebery,92.36,2021
4,6,Lambeau Leapers,109.92,2021
4,2,Brokaw's Bums,114.9,2021
4,9,The Cousin Lovers,158.22,2021
4,3,Simps Squad,82.32,2021
4,7,Starting Defense,118.88,2021
4,4,Jackson's Team,148.12,2021
4,5,Joe Buck Yourself,100.66,2021
4,8,Talladega Knights,116.12,2021
4,10,The Roethlisberger's,104.78,2021
5,1,Hingle McCringlebery,127.14,2021
5,3,Simps Squad,142.98,2021
5,2,Brokaw's Bums,89.1,2021
5,7,Starting Defense,160.98,2021
5,4,Jackson's Team,116.96,2021
5,9,The Cousin Lovers,98.48,2021
5,5,Joe Buck Yourself,151.78,2021
5,10,The Roethlisberger's,131.12,2021
5,6,Lambeau Leapers,146.06,2021
5,8,Talladega Knights,174.6,2021
6,1,Hingle McCringlebery,122.58,2021
6,2,Brokaw's Bums,169.24,2021
6,3,Simps Squad,131.7,2021
6,6,Lambeau Leapers,108.1,2021
6,4,Jackson's Team,116.66,2021
6,7,Starting Defense,64.18,2021
6,5,Joe Buck Yourself,164.84,2021
6,8,Talladega Knights,127.92,2021
6,9,The Cousin Lovers,119.38,2021
6,10,The Roethlisberger's,97.3,2021
7,1,Hingle McCringlebery,92.54,2021
7,4,Jackson's Team,106.74,2021
7,2,Brokaw's Bums,140.66,2021
7,3,Simps Squad,85.48,2021
7,5,Joe Buck Yourself,147.04,2021
7,6,Lambeau Leapers,84.46,2021
7,7,Starting Defense,114.78,2021
7,10,The Roethlisberger's,84.38,2021
7,8,Talladega Knights,155.44,2021
7,9,The Cousin Lovers,94.84,2021
8,1,Hingle McCringlebery,103.2,2021
8,10,The Roethlisberger's,96.82,2021
8,2,Brokaw's Bums,96.4,2021
8,6,Lambeau Leapers,73.56,2021
8,3,Simps Squad,74.98,2021
8,4,Jackson's Team,108.56,2021
8,5,Joe Buck Yourself,135.76,2021
8,9,The Cousin Lovers,119.8,2021
8,7,Starting Defense,102.22,2021
8,8,Talladega Knights,102.86,2021
9,1,Hingle McCringlebery,94.7,2021
9,8,Talladega Knights,105.36,2021
9,2,Brokaw's Bums,111.76,2021
9,4,Jackson's Team,96.5,2021
9,3,Simps Squad,79.54,2021
9,10,The Roethlisberger's,105.24,2021
9,5,Joe Buck Yourself,109.18,2021
9,7,Starting Defense,94.78,2021
9,6,Lambeau Leapers,72.42,2021
9,9,The Cousin Lovers,72.34,2021
10,1,Hingle McCringlebery,101.3,2021
10,5,Joe Buck Yourself,115.94,2021
10,2,Brokaw's Bums,143.72,2021
10,10,The Roethlisberger's,93.3,2021
10,3,Simps Squad,70.24,2021
10,8,Talladega Knights,92.34,2021
10,4,Jackson's Team,105.74,2021
10,6,Lambeau Leapers,90.94,2021
10,7,Starting Defense,55.22,2021
10,9,The Cousin Lovers,150.14,2021
11,1,Hingle McCringlebery,156.88,2021
11,9,The Cousin Lovers,86.8,2021
11,2,Brokaw's Bums,96.02,2021
11,8,Talladega Knights,102.96,2021
11,3,Simps Squad,64.08,2021
11,5,Joe Buck Yourself,134.64,2021
11,4,Jackson's Team,152.02,2021
11,10,The Roethlisberger's,143.58,2021
11,6,Lambeau Leapers,125.6,2021
11,7,Starting Defense,84.28,2021
12,1,Hingle McCringlebery,104.9,2021
12,7,Starting Defense,56.9,2021
12,2,Brokaw's Bums,120.88,2021
12,5,Joe Buck Yourself,137.6,2021
12,3,Simps Squad,104.38,2021
12,9,The Cousin Lovers,104.12,2021
12,4,Jackson's Team,118.5,2021
12,8,Talladega Knights,110.6,2021
12,6,Lambeau Leapers,100.28,2021
12,10,The Roethlisberger's,91.22,2021
13,1,Hingle McCringlebery,121.12,2021
13,6,Lambeau Leapers,91.22,2021
13,2,Brokaw's Bums,120.0,2021
13,9,The Cousin Lovers,89.26,2021
13,3,Simps Squad,132.04,2021
13,7,Starting Defense,101.32,2021
13,4,Jackson's Team,118.22,2021
13,5,Joe Buck Yourself,85.62,2021
13,8,Talladega Knights,107.9,2021
13,10,The Roethlisberger's,132.48,2021
14,1,Hingle McCringlebery,138.12,2021
14,3,Simps Squad,134.0,2021
14,2,Brokaw's Bums,110.58,2021
14,7,Starting Defense,93.78,2021
14,4,Jackson's Team,123.12,2021
14,9,The Cousin Lovers,122.42,2021
14,5,Joe Buck Yourself,123.24,2021
14,10,The Roethlisberger's,71.3,2021
14,6,Lambeau Leapers,70.64,2021
14,8,Talladega Knights,140.22,2021
15,1,Hingle McCringlebery,67.36,2021
15,2,Brokaw's Bums,96.66,2021
15,3,Simps Squad,57.44,2021
15,8,Talladega Knights,93.5,2021
15,4,Jackson's Team,74.18,2021
15,9,The Cousin Lovers,123.7,2021
15,5,Joe Buck Yourself,142.08,2021
15,6,Lambeau Leapers,110.32,2021
16,2,Brokaw's Bums,114.18,2021
16,9,The Cousin Lovers,99.52,2021
16,5,Joe Buck Yourself,136.3,2021
16,8,Talladega Knights,100.56,2021
16,1,Hingle McCringlebery,116.88,2021
16,4,Jackson's Team,159.0,2021
16,3,Simps Squad,84.14,2021
16,6,Lambeau Leapers,87.38,2021
17,2,Brokaw's Bums,88.06,2021
17,5,Joe Buck Yourself,144.04,2021
17,1,Hingle McCringlebery,107.3,2021
17,3,Simps Squad,137.74,2021
17,4,Jackson's Team,132.12,2021
17,6,Lambeau Leapers,81.12,2021
17,8,Talladega Knights,87.2,2021
17,9,The Cousin Lovers,107.26,2021
1,1,Hingle McCringlebery,163.98,2022
1,2,Joe Buck Yourself,118.8,2022
1,3,Brokaw's Bums,104.98,2022
1,7,Talladega Knights,116.22,2022
1,4,Simps Squad,122.22,2022
1,9,Lambeau Leapers,97.12,2022
1,5,The Roethlisberger's,146.58,2022
1,6,The Cousin Lovers,119.06,2022
1,8,Jackson's Team,110.1,2022
1,10,Starting Defense,126.22,2022
2,1,Hingle McCringlebery,108.54,2022
2,6,The Cousin Lovers,165.66,2022
2,2,Joe Buck Yourself,121.86,2022
2,9,Lambeau Leapers,130.22,2022
2,3,Brokaw's Bums,80.9,2022
2,8,Jackson's Team,118.2,2022
2,4,Simps Squad,116.28,2022
2,10,Starting Defense,150.52,2022
2,5,The Roethlisberger's,127.48,2022
2,7,Talladega Knights,130.86,2022
3,1,Hingle McCringlebery,104.0,2022
3,7,Talladega Knights,114.5,2022
3,2,Joe Buck Yourself,111.06,2022
3,4,Simps Squad,118.56,2022
3,3,Brokaw's Bums,82.04,2022
3,10,Starting Defense,112.42,2022
3,5,The Roethlisberger's,117.1,2022
3,8,Jackson's Team,154.88,2022
3,6,The Cousin Lovers,91.84,2022
3,9,Lambeau Leapers,93.1,2022
4,1,Hingle McCringlebery,138.32,2022
4,8,Jackson's Team,86.16,2022
4,2,Joe Buck Yourself,128.58,2022
4,10,Starting Defense,127.26,2022
4,3,Brokaw's Bums,114.1,2022
4,5,The Roethlisberger's,146.32,2022
4,4,Simps Squad,146.78,2022
4,6,The Cousin Lovers,106.2,2022
4,7,Talladega Knights,117.68,2022
4,9,Lambeau Leapers,124.36,2022
5,1,Hingle McCringlebery,110.46,2022
5,3,Brokaw's Bums,120.54,2022
5,2,Joe Buck Yourself,112.76,2022
5,6,The Cousin Lovers,118.62,2022
5,4,Simps Squad,122.9,2022
5,7,Talladega Knights,170.48,2022
5,5,The Roethlisberger's,138.66,2022
5,10,Starting Defense,106.16,2022
5,8,Jackson's Team,121.08,2022
5,9,Lambeau Leapers,113.16,2022
6,1,Hingle McCringlebery,115.1,2022
6,5,The Roethlisberger's,125.0,2022
6,2,Joe Buck Yourself,99.48,2022
6,7,Talladega Knights,121.9,2022
6,3,Brokaw's Bums,116.42,2022
6,9,Lambeau Leapers,82.9,2022
6,4,Simps Squad,93.18,2022
6,8,Jackson's Team,126.22,2022
6,6,The Cousin Lovers,98.22,2022
6,10,Starting Defense,123.0,2022
7,1,Hingle McCringlebery,104.02,2022
7,10,Starting Defense,118.6,2022
7,2,Joe Buck Yourself,116.3,2022
7,8,Jackson's Team,135.82,2022
7,3,Brokaw's Bums,117.1,2022
7,4,Simps Squad,108.46,2022
7,5,The Roethlisberger's,121.16,2022
7,9,Lambeau Leapers,105.86,2022
7,6,The Cousin Lovers,97.52,2022
7,7,Talladega Knights,135.34,2022
8,1,Hingle McCringlebery,123.2,2022
8,9,Lambeau Leapers,128.8,2022
8,2,Joe Buck Yourself,136.88,2022
8,3,Brokaw's Bums,132.5,2022
8,4,Simps Squad,180.64,2022
8,5,The Roethlisberger's,140.36,2022
8,6,The Cousin Lovers,134.3,2022
8,8,Jackson's Team,120.48,2022
8,7,Talladega Knights,118.38,2022
8,10,Starting Defense,124.02,2022
9,1,Hingle McCringlebery,112.8,2022
9,4,Simps Squad,135.5,2022
9,2,Joe Buck Yourself,99.0,2022
9,5,The Roethlisberger's,107.52,2022
9,3,Brokaw's Bums,101.6,2022
9,6,The Cousin Lovers,149.4,2022
9,7,Talladega Knights,141.24,2022
9,8,Jackson's Team,119.24,2022
9,9,Lambeau Leapers,86.32,2022
9,10,Starting Defense,98.42,2022
10,1,Hingle McCringlebery,123.56,2022
10,2,Joe Buck Yourself,151.58,2022
10,3,Brokaw's Bums,98.92,2022
